          (   8,    8) (   7,    8) (   8,    7) (   7,    5) (   8,    8) (   7,    7) (   7,    8) (   7,    7) (   8,    8) (   8,    7)
          (   8,    8) (   6,    8) (   8,    7) (   6,    7) (   8,    8) (   7,    6) (   8,    6) (   7,    7) (   8,    8) (   8,    8)
          (   7,    6) (   7,    7) (   6,    7) (   8,    7) (   8,    6) (   8,    8) (   7,    8) (   5,    8) (   8,    7) (   8,    6)
          (   6,    7) (   8,    7) (   7,    7) (   6,    7) (   8,    7) (   6,    8) (   6,    8) (   8,    6) (   8,    6) (   7,    6)
          (   8,    7) (   8,    7) (   7,    8) (   7,    8) (   8,    7) (   8,    8) (   8,    8) (   7,    8) (   7,    8) (   7,    6)
          (   7,    7) (   7,    7) (   7,    8) (   5,    6) (   7,    7) (   8,    8) (   7,    8) (   7,    7) (   5,    8) (   7,    8)
          (   6,    8) (   8,    8) (   6,    8) (   8,    7) (   8,    8) (   4,    7) (   8,    8) (   7,    6) (   7,    7) (   7,    8)
          (   8,    7) (   8,    5) (   8,    5) (   8,    7) (   7,    5) (   7,    8) (   7,    6) (   7,    6) (   5,    7) (   8,    7)
          (   6,    7) (   8,    7) (   8,    7) (   7,    8) (   8,    6) (   5,    7) (   8,    8) (   8,    8) (   6,    8) (   8,    8)
          (   8,    7) (   8,    6) (   7,    7) (   8,    7) (   6,    6) (   6,    8) (   6,    8) (   8,    8) (   8,    6) (   8,    8)
          (   6,    5) (   7,    8) (   8,    6) (   6,    5) (   8,    8) (   8,    8) (   7,    6) (   8,    8) (   8,    7) (   6,    7)
          (   8,    8) (   6,    7) (   8,    8) (   6,    8) (   7,    8) (   7,    7) (   8,    7) (   8,    6) (   7,    7) (   8,    7)
          (   7,    8) (   6,    7) (   7,    8) (   8,    7) (   5,    7) (   8,    8) (   7,    8) (   8,    7) (   7,    8) (   8,    7)
          (   8,    8) (   6,    8) (   8,    8) (   6,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    7) (   6,    8) (   8,    6)
          (   6,    6) (   8,    7) (   8,    6) (   8,    7) (   8,    6) (   6,    6) (   8,    6) (   8,    6) (   7,    8) (   7,    7)
          (   7,    6) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
         
node   1 sent_total   5504  recv_total   5468

node   2  (   1,    0) (   0,    0) (   3,    2) (   7,    3) (   9,    7) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   8,    8) (   9,    8) (   8,    7) (   5,    8) (   7,    8) (   8,    7) (   7,    8) (   9,    7)
          (   9,    8) (   9,    9) (   9,    8) (   6,    9) (   7,    7) (   9,    8) (   8,    9) (   8,    8) (   8,    8) (   8,    8)
          (   9,    8) (   8,    7) (   7,    9) (   9,    8) (   9,    8) (   9,    7) (   8,    8) (   8,    9) (   8,    8) (   8,    9)
          (   8,    9) (   9,    8) (   9,    9) (   9,    9) (   8,    7) (   8,    9) (   9,    9) (   8,    7) (   9,    8) (   8,    9)
          (   9,    9) (   9,    8) (   9,    6) (   9,    9) (   8,    9) (   8,    9) (   8,    8) (   8,    6) (   8,    9) (   5,    7)
          (   8,    8) (   6,    8) (   9,    6) (   7,    8) (   8,    7) (   9,    7) (   8,    7) (   7,    7) (   9,    8) (   9,    7)
          (   8,    8) (   9,    8) (   8,    8) (   9,    6) (   7,    8) (   9,    7) (   7,    8) (   8,    7) (   9,    7) (   6,    7)
          (   8,    8) (   7,    7) (   8,    8) (   8,    8) (   8,    7) (   7,    8) (   8,    7) (   6,    7) (   8,    8) (   8,    5)
          (   8,    8) (   8,    6) (   8,    8) (   8,    6) (   8,    7) (   8,    7) (   8,    7) (   7,    7) (   7,    7) (   7,    7)
          (   7,    7) (   7,    6) (   7,    7) (   8,    8) (   8,    7) (   8,    7) (   7,    6) (   6,    7) (   7,    7) (   8,    7)
          (   8,    7) (   7,    6) (   7,    7) (   8,    8) (   6,    7) (   6,    8) (   8,    8) (   7,    7) (   8,    7) (   8,    6)
          (   7,    7) (   7,    8) (   7,    8) (   8,    7) (   8,    8) (   7,    6) (   8,    7) (   8,    6) (   7,    8) (   7,    7)
          (   7,    5) (   6,    7) (   8,    7) (   8,    7) (   8,    8) (   6,    8) (   8,    8) (   7,    8) (   8,    6) (   7,    8)
          (   8,    8) (   7,    8) (   7,    8) (   7,    7) (   7,    7) (   7,    8) (   8,    7) (   6,    5) (   8,    8) (   7,    7)
          (   7,    5) (   8,    8) (   7,    8) (   7,    8) (   6,    6) (   8,    6) (   6,    7) (   8,    6) (   6,    6) (   8,    7)
          (   6,    8) (   5,    8) (   7,    7) (   8,    8) (   7,    8) (   8,    8) (   6,    6) (   8,    8) (   8,    6) (   8,    6)
          (   8,    8) (   7,    8) (   8,    8) (   7,    6) (   8,    8) (   7,    8) (   6,    7) (   8,    7) (   7,    8) (   8,    7)
          (   6,    7) (   8,    8) (   8,    7) (   8,    8) (   6,    7) (   8,    7) (   7,    7) (   7,    8) (   8,    8) (   7,    6)
          (   7,    8) (   8,    7) (   8,    7) (   7,    7) (   8,    8) (   8,    8) (   8,    8) (   7,    6) (   6,    7) (   8,    7)
          (   7,    8) (   7,    7) (   8,    8) (   7,    7) (   7,    7) (   8,    7) (   7,    5) (   7,    7) (   8,    7) (   7,    7)
          (   5,    8) (   7,    8) (   7,    8) (   8,    8) (   8,    7) (   4,    8) (   7,    8) (   7,    7) (   8,    8) (   7,    8)
          (   8,    6) (   8,    7) (   8,    5) (   8,    6) (   7,    8) (   6,    6) (   7,    6) (   7,    8) (   8,    6) (   7,    7)
          (   7,    8) (   7,    8) (   8,    7) (   6,    5) (   8,    8) (   6,    8) (   7,    7) (   8,    8) (   8,    7) (   5,    8)
          (   8,    6) (   7,    7) (   7,    8) (   7,    7) (   7,    7) (   8,    8) (   7,    8) (   7,    7) (   8,    7) (   7,    7)
          (   7,    6) (   7,    7) (   8,    8) (   7,    8) (   8,    7) (   7,    6) (   8,    6) (   8,    8) (   7,    7) (   7,    7)
          (   8,    7) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
         
node   2 sent_total   5508  recv_total   5459

node   3  (   1,    0) (   0,    0) (   3,    2) (   7,    3) (   9,    7) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9) (   9,    9)
          (   9,    9) (   7,    9) (   7,    8) (   8,    6) (   7,    7) (   9,    7) (   7,    8) (   7,    7) (   9,    9) (   9,    7)
          (   9,    8) (   9,    9) (   9,    9) (   7,    8) (   9,    8) (   8,    9) (   9,    8) (   9,    8) (   8,    8) (   9,    6)
          (   8,    9) (   9,    9) (   9,    8) (   8,    9) (   8,    8) (   8,    9) (   9,    9) (   8,    8) (   9,    9) (   9,    8)
          (   8,    8) (   7,    8) (   9,    6) (   9,    9) (   8,    9) (   8,    7) (   8,    8) (   8,    7) (   8,    7) (   9,    8)
          (   8,    8) (   7,    9) (   8,    8) (   9,    9) (   8,    8) (   7,    8) (   7,    9) (   9,    9) (   8,    7) (   8,    9)
          (   8,    9) (   9,    9) (   8,    6) (   8,    7) (   8,    7) (   9,    7) (   9,    8) (   8,    8) (   7,    8) (   8,    6)
          (   7,    8) (   9,    7) (   7,    8) (   7,    6) (   8,    7) (   6,    8) (   9,    7) (   8,    7) (   9,    8) (   7,    7)
          (   8,    8) (   7,    7) (   8,    7) (   7,    7) (   7,    8) (   8,    7) (   6,    8) (   7,    8) (   8,    8) (   7,    6)
          (   7,    7) (   6,    7) (   8,    8) (   7,    8) (   6,    8) (   8,    8) (   8,    6) (   7,    7) (   7,    7) (   7,    8)
          (   6,    7) (   7,    8) (   7,    5) (   8,    6) (   8,    8) (   6,    8) (   8,    5) (   7,    5) (   8,    8) (   8,    8)
          (   8,    8) (   7,    6) (   7,    6) (   8,    8) (   8,    7) (   8,    7) (   8,    5) (   7,    7) (   7,    5) (   7,    7)
          (   6,    6) (   7,    8) (   8,    6) (   8,    6) (   7,    6) (   7,    7) (   8,    7) (   7,    8) (   7,    7) (   8,    7)
          (   8,    7) (   8,    6) (   6,    7) (   7,    7) (   7,    8) (   8,    7) (   8,    5) (   6,    7) (   6,    7) (   7,    7)
          (   5,    7) (   7,    7) (   8,    8) (   8,    6) (   8,    6) (   8,    8) (   7,    8) (   7,    8) (   5,    8) (   8,    8)
          (   7,    6) (   7,    6) (   7,    8) (   8,    6) (   8,    8) (   7,    7) (   6,    7) (   6,    8) (   7,    8) (   8,    6)
          (   8,    8) (   8,    8) (   7,    5) (   8,    6) (   7,    7) (   6,    7) (   6,    7) (   8,    7) (   8,    8) (   6,    8)
          (   7,    8) (   8,    7) (   7,    7) (   8,    8) (   7,    8) (   8,    8) (   8,    6) (   6,    8) (   8,    8) (   6,    7)
          (   7,    7) (   5,    6) (   8,    7) (   6,    8) (   7,    7) (   6,    7) (   6,    7) (   7,    7) (   8,    7) (   8,    7)
          (   6,    7) (   7,    7) (   8,    6) (   6,    8) (   8,    8) (   8,    8) (   7,    7) (   8,    7) (   7,    6) (   8,    7)
          (   7,    7) (   4,    8) (   7,    8) (   7,    5) (   8,    7) (   7,    6) (   8,    7) (   6,    8) (   6,    7) (   6,    5)
          (   8,    8) (   6,    4) (   7,    6) (   8,    7) (   8,    7) (   7,    8) (   8,    7) (   8,    6) (   5,    5) (   7,    7)
          (   5,    6) (   5,    7) (   8,    8) (   8,    6) (   6,    5) (   7,    5) (   8,    5) (   8,    8) (   7,    8) (   6,    8)
          (   8,    7) (   8,    7) (   7,    7) (   7,    8) (   8,    6) (   6,    6) (   8,    7) (   7,    7) (   8,    7) (   7,    8)
          (   8,    7) (   7,    6) (   7,    7) (   8,    7) (   7,    7) (   8,    7) (   6,    8) (   8,    6) (   7,    8) (   8,    8)
          (   7,    8) (   8,    7) (   7,    7) (   8,    8) (   5,    6) (   5,    8) (   6,    7) (   7,    8) (   8,    7) (   7,    7)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
          (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8) (   8,    8)
